YEAR,MONTH,Category,Number
2007,4,NYC Labor Force," 3,846,903 "
2007,5,NYC Labor Force," 3,850,043 "
2007,6,NYC Labor Force," 3,853,741 "
2007,7,NYC Labor Force," 3,857,819 "
2007,8,NYC Labor Force," 3,862,498 "
2007,9,NYC Labor Force," 3,868,021 "
2007,10,NYC Labor Force," 3,874,510 "
2007,11,NYC Labor Force," 3,881,756 "
2007,12,NYC Labor Force," 3,889,283 "
2008,1,NYC Labor Force," 3,895,966 "
2008,2,NYC Labor Force," 3,900,730 "
2008,3,NYC Labor Force," 3,904,032 "
2008,4,NYC Labor Force," 3,907,281 "
2008,5,NYC Labor Force," 3,911,797 "
2008,6,NYC Labor Force," 3,918,347 "
2008,7,NYC Labor Force," 3,926,749 "
2008,8,NYC Labor Force," 3,935,762 "
2008,9,NYC Labor Force," 3,944,195 "
2008,10,NYC Labor Force," 3,951,450 "
2008,11,NYC Labor Force," 3,956,621 "
2008,12,NYC Labor Force," 3,959,100 "
2009,1,NYC Labor Force," 3,958,987 "
2009,2,NYC Labor Force," 3,957,966 "
2009,3,NYC Labor Force," 3,958,423 "
2009,4,NYC Labor Force," 3,961,171 "
2009,5,NYC Labor Force," 3,965,412 "
2009,6,NYC Labor Force," 3,969,705 "
2009,7,NYC Labor Force," 3,972,033 "
2009,8,NYC Labor Force," 3,970,854 "
2009,9,NYC Labor Force," 3,966,092 "
2009,10,NYC Labor Force," 3,958,614 "
2009,11,NYC Labor Force," 3,952,007 "
2009,12,NYC Labor Force," 3,949,925 "
2010,1,NYC Labor Force," 3,953,010 "
2010,2,NYC Labor Force," 3,958,519 "
2010,3,NYC Labor Force," 3,962,808 "
2010,4,NYC Labor Force," 3,964,119 "
2010,5,NYC Labor Force," 3,961,920 "
2010,6,NYC Labor Force," 3,956,654 "
2010,7,NYC Labor Force," 3,950,085 "
2010,8,NYC Labor Force," 3,944,211 "
2010,9,NYC Labor Force," 3,940,157 "
2010,10,NYC Labor Force," 3,938,137 "
2010,11,NYC Labor Force," 3,937,187 "
2010,12,NYC Labor Force," 3,936,582 "
2011,1,NYC Labor Force," 3,936,928 "
2011,2,NYC Labor Force," 3,938,123 "
2011,3,NYC Labor Force," 3,939,718 "
2011,4,NYC Labor Force," 3,941,828 "
2011,5,NYC Labor Force," 3,945,205 "
2011,6,NYC Labor Force," 3,950,521 "
2011,7,NYC Labor Force," 3,958,391 "
2011,8,NYC Labor Force," 3,968,411 "
2011,9,NYC Labor Force," 3,979,209 "
2011,10,NYC Labor Force," 3,989,793 "
2011,11,NYC Labor Force," 3,998,342 "
2011,12,NYC Labor Force," 4,003,703 "
2012,1,NYC Labor Force," 4,007,037 "
2012,2,NYC Labor Force," 4,010,261 "
2012,3,NYC Labor Force," 4,013,783 "
2012,4,NYC Labor Force," 4,016,670 "
2012,5,NYC Labor Force," 4,019,209 "
2012,6,NYC Labor Force," 4,021,283 "
2012,7,NYC Labor Force," 4,022,381 "
2012,8,NYC Labor Force," 4,024,144 "
2012,9,NYC Labor Force," 4,028,481 "
2012,10,NYC Labor Force," 4,034,676 "
2012,11,NYC Labor Force," 4,041,705 "
2012,12,NYC Labor Force," 4,048,395 "
2013,1,NYC Labor Force," 4,051,011 "
2013,2,NYC Labor Force," 4,055,357 "
2013,3,NYC Labor Force," 4,060,559 "
2013,4,NYC Labor Force," 4,067,923 "
2013,5,NYC Labor Force," 4,077,083 "
2013,6,NYC Labor Force," 4,087,302 "
2013,7,NYC Labor Force," 4,097,165 "
2013,8,NYC Labor Force," 4,103,281 "
2013,9,NYC Labor Force," 4,104,335 "
2013,10,NYC Labor Force," 4,103,155 "
2013,11,NYC Labor Force," 4,102,412 "
2013,12,NYC Labor Force," 4,103,253 "
2014,1,NYC Labor Force," 4,075,477 "
2014,2,NYC Labor Force," 4,078,580 "
2014,3,NYC Labor Force," 4,082,060 "
2014,4,NYC Labor Force," 4,084,870 "
2014,5,NYC Labor Force," 4,086,297 "
2014,6,NYC Labor Force," 4,087,343 "
2014,7,NYC Labor Force," 4,089,038 "
2014,8,NYC Labor Force," 4,092,639 "
2014,9,NYC Labor Force," 4,098,101 "
2014,10,NYC Labor Force," 4,103,283 "
2014,11,NYC Labor Force," 4,106,707 "
2014,12,NYC Labor Force," 4,109,060 "
2015,1,NYC Labor Force," 4,106,884 "
2015,2,NYC Labor Force," 4,107,665 "
2015,3,NYC Labor Force," 4,107,689 "
2015,4,NYC Labor Force," 4,106,541 "
2015,5,NYC Labor Force," 4,103,720 "
2015,6,NYC Labor Force," 4,099,128 "
2015,7,NYC Labor Force," 4,094,497 "
2015,8,NYC Labor Force," 4,091,995 "
2015,9,NYC Labor Force," 4,092,590 "
2015,10,NYC Labor Force," 4,097,209 "
2015,11,NYC Labor Force," 4,105,220 "
2015,12,NYC Labor Force," 4,113,230 "
2016,1,NYC Labor Force," 4,118,145 "
2016,2,NYC Labor Force," 4,119,025 "
2016,3,NYC Labor Force," 4,116,657 "
2016,4,NYC Labor Force," 4,113,769 "
2016,5,NYC Labor Force," 4,113,065 "
2016,6,NYC Labor Force," 4,114,878 "
2016,7,NYC Labor Force," 4,117,764 "
2016,8,NYC Labor Force," 4,120,059 "
2016,9,NYC Labor Force," 4,120,712 "
2016,10,NYC Labor Force," 4,118,734 "
2016,11,NYC Labor Force," 4,114,472 "
2016,12,NYC Labor Force," 4,110,256 "
2017,1,NYC Labor Force," 4,108,107 "
2017,2,NYC Labor Force," 4,108,459 "
2017,3,NYC Labor Force," 4,110,709 "
2017,4,NYC Labor Force," 4,114,119 "
2017,5,NYC Labor Force," 4,117,584 "
2017,6,NYC Labor Force," 4,120,039 "
2017,7,NYC Labor Force," 4,120,739 "
2017,8,NYC Labor Force," 4,118,548 "
2017,9,NYC Labor Force," 4,113,212 "
2017,10,NYC Labor Force," 4,106,009 "
2017,11,NYC Labor Force," 4,098,574 "
2017,12,NYC Labor Force," 4,091,972 "
2018,1,NYC Labor Force," 4,087,432 "
2018,2,NYC Labor Force," 4,085,589 "
2018,3,NYC Labor Force," 4,085,165 "
2018,4,NYC Labor Force," 4,083,716 "
2018,5,NYC Labor Force," 4,080,067 "
2018,6,NYC Labor Force," 4,075,082 "
2018,7,NYC Labor Force," 4,070,593 "
2018,8,NYC Labor Force," 4,069,183 "
2018,9,NYC Labor Force," 4,071,885 "
2018,10,NYC Labor Force," 4,077,557 "
2018,11,NYC Labor Force," 4,084,144 "
2018,12,NYC Labor Force," 4,089,452 "
2019,1,NYC Labor Force," 4,091,483 "
2019,2,NYC Labor Force," 4,088,923 "
2019,3,NYC Labor Force," 4,082,904 "
2019,4,NYC Labor Force," 4,075,662 "
2019,5,NYC Labor Force," 4,069,209 "
2019,6,NYC Labor Force," 4,064,860 "
2019,7,NYC Labor Force," 4,062,599 "
2019,8,NYC Labor Force," 4,060,881 "
2019,9,NYC Labor Force," 4,060,172 "
2019,10,NYC Labor Force," 4,059,691 "
2019,11,NYC Labor Force," 4,059,478 "
2019,12,NYC Labor Force," 4,059,655 "
2020,1,NYC Labor Force," 4,054,605 "
2020,2,NYC Labor Force," 4,051,665 "
2020,3,NYC Labor Force," 3,944,212 "
2020,4,NYC Labor Force," 3,738,815 "
2020,5,NYC Labor Force," 3,670,099 "
2020,6,NYC Labor Force," 3,985,038 "
2020,7,NYC Labor Force," 4,001,356 "
2020,8,NYC Labor Force," 3,992,492 "
2020,9,NYC Labor Force," 3,826,489 "
1976,1,NYC Employed," 2,768,623 "
1976,2,NYC Employed," 2,768,463 "
1976,3,NYC Employed," 2,768,557 "
1976,4,NYC Employed," 2,768,172 "
1976,5,NYC Employed," 2,767,660 "
1976,6,NYC Employed," 2,766,261 "
1976,7,NYC Employed," 2,762,946 "
1976,8,NYC Employed," 2,758,293 "
1976,9,NYC Employed," 2,752,637 "
1976,10,NYC Employed," 2,747,113 "
1976,11,NYC Employed," 2,742,843 "
1976,12,NYC Employed," 2,740,868 "
1977,1,NYC Employed," 2,741,475 "
1977,2,NYC Employed," 2,743,460 "
1977,3,NYC Employed," 2,745,188 "
1977,4,NYC Employed," 2,746,359 "
1977,5,NYC Employed," 2,747,148 "
1977,6,NYC Employed," 2,747,555 "
1977,7,NYC Employed," 2,747,931 "
1977,8,NYC Employed," 2,748,811 "
1977,9,NYC Employed," 2,750,255 "
1977,10,NYC Employed," 2,751,986 "
1977,11,NYC Employed," 2,754,006 "
1977,12,NYC Employed," 2,756,211 "
1978,1,NYC Employed," 2,758,972 "
1978,2,NYC Employed," 2,762,170 "
1978,3,NYC Employed," 2,765,226 "
1978,4,NYC Employed," 2,767,683 "
1978,5,NYC Employed," 2,769,557 "
1978,6,NYC Employed," 2,771,463 "
1978,7,NYC Employed," 2,774,041 "
1978,8,NYC Employed," 2,777,466 "
1978,9,NYC Employed," 2,781,779 "
1978,10,NYC Employed," 2,786,536 "
1978,11,NYC Employed," 2,790,709 "
1978,12,NYC Employed," 2,793,131 "
1979,1,NYC Employed," 2,793,267 "
1979,2,NYC Employed," 2,792,071 "
1979,3,NYC Employed," 2,790,955 "
1979,4,NYC Employed," 2,790,831 "
1979,5,NYC Employed," 2,792,157 "
1979,6,NYC Employed," 2,794,379 "
1979,7,NYC Employed," 2,796,761 "
1979,8,NYC Employed," 2,798,867 "
1979,9,NYC Employed," 2,800,413 "
1979,10,NYC Employed," 2,801,541 "
1979,11,NYC Employed," 2,801,817 "
1979,12,NYC Employed," 2,800,795 "
1980,1,NYC Employed," 2,798,489 "
1980,2,NYC Employed," 2,795,127 "
1980,3,NYC Employed," 2,791,382 "
1980,4,NYC Employed," 2,787,949 "
1980,5,NYC Employed," 2,785,438 "
1980,6,NYC Employed," 2,784,699 "
1980,7,NYC Employed," 2,785,746 "
1980,8,NYC Employed," 2,787,904 "
1980,9,NYC Employed," 2,790,388 "
1980,10,NYC Employed," 2,792,661 "
1980,11,NYC Employed," 2,795,637 "
1980,12,NYC Employed," 2,800,539 "
1981,1,NYC Employed," 2,806,766 "
1981,2,NYC Employed," 2,813,188 "
1981,3,NYC Employed," 2,818,848 "
1981,4,NYC Employed," 2,822,907 "
1981,5,NYC Employed," 2,824,856 "
1981,6,NYC Employed," 2,824,703 "
1981,7,NYC Employed," 2,822,782 "
1981,8,NYC Employed," 2,819,643 "
1981,9,NYC Employed," 2,815,977 "
1981,10,NYC Employed," 2,812,387 "
1981,11,NYC Employed," 2,808,767 "
1981,12,NYC Employed," 2,805,176 "
1982,1,NYC Employed," 2,802,413 "
1982,2,NYC Employed," 2,800,400 "
1982,3,NYC Employed," 2,798,416 "
1982,4,NYC Employed," 2,796,015 "
1982,5,NYC Employed," 2,792,840 "
1982,6,NYC Employed," 2,788,567 "
1982,7,NYC Employed," 2,783,335 "
1982,8,NYC Employed," 2,777,743 "
1982,9,NYC Employed," 2,772,177 "
1982,10,NYC Employed," 2,766,620 "
1982,11,NYC Employed," 2,761,403 "
1982,12,NYC Employed," 2,756,543 "
1983,1,NYC Employed," 2,752,308 "
1983,2,NYC Employed," 2,749,802 "
1983,3,NYC Employed," 2,749,777 "
1983,4,NYC Employed," 2,752,460 "
1983,5,NYC Employed," 2,757,611 "
1983,6,NYC Employed," 2,764,568 "
1983,7,NYC Employed," 2,772,611 "
1983,8,NYC Employed," 2,780,566 "
1983,9,NYC Employed," 2,787,633 "
1983,10,NYC Employed," 2,793,748 "
1983,11,NYC Employed," 2,798,785 "
1983,12,NYC Employed," 2,803,008 "
1984,1,NYC Employed," 2,807,147 "
1984,2,NYC Employed," 2,811,550 "
1984,3,NYC Employed," 2,815,889 "
1984,4,NYC Employed," 2,819,549 "
1984,5,NYC Employed," 2,822,236 "
1984,6,NYC Employed," 2,823,799 "
1984,7,NYC Employed," 2,824,317 "
1984,8,NYC Employed," 2,824,514 "
1984,9,NYC Employed," 2,825,272 "
1984,10,NYC Employed," 2,827,301 "
1984,11,NYC Employed," 2,830,978 "
1984,12,NYC Employed," 2,835,959 "
1985,1,NYC Employed," 2,840,718 "
1985,2,NYC Employed," 2,843,806 "
1985,3,NYC Employed," 2,845,257 "
1985,4,NYC Employed," 2,910,711 "
1985,5,NYC Employed," 2,943,470 "
1985,6,NYC Employed," 2,960,774 "
1985,7,NYC Employed," 2,971,415 "
1985,8,NYC Employed," 2,979,661 "
1985,9,NYC Employed," 2,986,984 "
1985,10,NYC Employed," 2,993,378 "
1985,11,NYC Employed," 2,998,452 "
1985,12,NYC Employed," 3,001,844 "
1986,1,NYC Employed," 3,003,843 "
1986,2,NYC Employed," 3,005,396 "
1986,3,NYC Employed," 3,006,974 "
1986,4,NYC Employed," 3,008,887 "
1986,5,NYC Employed," 3,011,521 "
1986,6,NYC Employed," 3,014,777 "
1986,7,NYC Employed," 3,018,123 "
1986,8,NYC Employed," 3,021,011 "
1986,9,NYC Employed," 3,023,268 "
1986,10,NYC Employed," 3,025,120 "
1986,11,NYC Employed," 3,026,837 "
1986,12,NYC Employed," 3,029,267 "
1987,1,NYC Employed," 3,032,904 "
1987,2,NYC Employed," 3,037,473 "
1987,3,NYC Employed," 3,042,785 "
1987,4,NYC Employed," 3,048,542 "
1987,5,NYC Employed," 3,054,169 "
1987,6,NYC Employed," 3,059,213 "
1987,7,NYC Employed," 3,063,577 "
1987,8,NYC Employed," 3,067,186 "
1987,9,NYC Employed," 3,070,146 "
1987,10,NYC Employed," 3,072,558 "
1987,11,NYC Employed," 3,074,781 "
1987,12,NYC Employed," 3,076,658 "
1988,1,NYC Employed," 3,077,998 "
1988,2,NYC Employed," 3,078,805 "
1988,3,NYC Employed," 3,078,815 "
1988,4,NYC Employed," 3,078,129 "
1988,5,NYC Employed," 3,077,271 "
1988,6,NYC Employed," 3,076,998 "
1988,7,NYC Employed," 3,077,847 "
1988,8,NYC Employed," 3,080,069 "
1988,9,NYC Employed," 3,083,705 "
1988,10,NYC Employed," 3,088,413 "
1988,11,NYC Employed," 3,093,577 "
1988,12,NYC Employed," 3,098,556 "
1989,1,NYC Employed," 3,102,975 "
1989,2,NYC Employed," 3,106,552 "
1989,3,NYC Employed," 3,109,552 "
1989,4,NYC Employed," 3,111,799 "
1989,5,NYC Employed," 3,112,925 "
1989,6,NYC Employed," 3,112,731 "
1989,7,NYC Employed," 3,111,332 "
1989,8,NYC Employed," 3,109,654 "
1989,9,NYC Employed," 3,108,662 "
1989,10,NYC Employed," 3,109,204 "
1989,11,NYC Employed," 3,111,043 "
1989,12,NYC Employed," 3,113,558 "
1990,1,NYC Employed," 3,116,147 "
1990,2,NYC Employed," 3,117,933 "
1990,3,NYC Employed," 3,118,207 "
1990,4,NYC Employed," 3,117,031 "
1990,5,NYC Employed," 3,114,787 "
1990,6,NYC Employed," 3,111,350 "
1990,7,NYC Employed," 3,107,072 "
1990,8,NYC Employed," 3,101,325 "
1990,9,NYC Employed," 3,092,824 "
1990,10,NYC Employed," 3,081,141 "
1990,11,NYC Employed," 3,067,191 "
1990,12,NYC Employed," 3,052,134 "
1991,1,NYC Employed," 3,037,021 "
1991,2,NYC Employed," 3,023,228 "
1991,3,NYC Employed," 3,011,139 "
1991,4,NYC Employed," 3,000,667 "
1991,5,NYC Employed," 2,991,902 "
1991,6,NYC Employed," 2,984,853 "
1991,7,NYC Employed," 2,978,689 "
1991,8,NYC Employed," 2,973,102 "
1991,9,NYC Employed," 2,968,350 "
1991,10,NYC Employed," 2,963,779 "
1991,11,NYC Employed," 2,959,011 "
1991,12,NYC Employed," 2,954,061 "
1992,1,NYC Employed," 2,949,215 "
1992,2,NYC Employed," 2,944,954 "
1992,3,NYC Employed," 2,942,180 "
1992,4,NYC Employed," 2,940,982 "
1992,5,NYC Employed," 2,940,390 "
1992,6,NYC Employed," 2,939,504 "
1992,7,NYC Employed," 2,937,987 "
1992,8,NYC Employed," 2,935,856 "
1992,9,NYC Employed," 2,933,435 "
1992,10,NYC Employed," 2,931,630 "
1992,11,NYC Employed," 2,930,758 "
1992,12,NYC Employed," 2,930,997 "
1993,1,NYC Employed," 2,932,432 "
1993,2,NYC Employed," 2,934,952 "
1993,3,NYC Employed," 2,938,522 "
1993,4,NYC Employed," 2,942,974 "
1993,5,NYC Employed," 2,947,801 "
1993,6,NYC Employed," 2,952,376 "
1993,7,NYC Employed," 2,956,054 "
1993,8,NYC Employed," 2,958,716 "
1993,9,NYC Employed," 2,960,891 "
1993,10,NYC Employed," 2,963,111 "
1993,11,NYC Employed," 2,965,863 "
1993,12,NYC Employed," 2,969,707 "
1994,1,NYC Employed," 2,974,550 "
1994,2,NYC Employed," 2,979,211 "
1994,3,NYC Employed," 2,982,391 "
1994,4,NYC Employed," 2,983,812 "
1994,5,NYC Employed," 2,984,236 "
1994,6,NYC Employed," 2,984,856 "
1994,7,NYC Employed," 2,986,771 "
1994,8,NYC Employed," 2,990,353 "
1994,9,NYC Employed," 2,995,317 "
1994,10,NYC Employed," 3,001,132 "
1994,11,NYC Employed," 3,007,041 "
1994,12,NYC Employed," 3,011,745 "
1995,1,NYC Employed," 3,014,363 "
1995,2,NYC Employed," 3,015,339 "
1995,3,NYC Employed," 3,015,522 "
1995,4,NYC Employed," 3,015,688 "
1995,5,NYC Employed," 3,016,620 "
1995,6,NYC Employed," 3,018,672 "
1995,7,NYC Employed," 3,021,722 "
1995,8,NYC Employed," 3,025,140 "
1995,9,NYC Employed," 3,028,447 "
1995,10,NYC Employed," 3,031,530 "
1995,11,NYC Employed," 3,034,540 "
1995,12,NYC Employed," 3,037,911 "
1996,1,NYC Employed," 3,042,415 "
1996,2,NYC Employed," 3,048,311 "
1996,3,NYC Employed," 3,055,278 "
1996,4,NYC Employed," 3,062,793 "
1996,5,NYC Employed," 3,070,498 "
1996,6,NYC Employed," 3,078,308 "
1996,7,NYC Employed," 3,086,266 "
1996,8,NYC Employed," 3,094,467 "
1996,9,NYC Employed," 3,102,378 "
1996,10,NYC Employed," 3,109,529 "
1996,11,NYC Employed," 3,116,121 "
1996,12,NYC Employed," 3,122,602 "
1997,1,NYC Employed," 3,129,174 "
1997,2,NYC Employed," 3,136,259 "
1997,3,NYC Employed," 3,144,572 "
1997,4,NYC Employed," 3,154,262 "
1997,5,NYC Employed," 3,164,643 "
1997,6,NYC Employed," 3,174,986 "
1997,7,NYC Employed," 3,185,026 "
1997,8,NYC Employed," 3,194,508 "
1997,9,NYC Employed," 3,203,320 "
1997,10,NYC Employed," 3,211,344 "
1997,11,NYC Employed," 3,218,484 "
1997,12,NYC Employed," 3,225,197 "
1998,1,NYC Employed," 3,231,907 "
1998,2,NYC Employed," 3,238,849 "
1998,3,NYC Employed," 3,245,980 "
1998,4,NYC Employed," 3,253,434 "
1998,5,NYC Employed," 3,261,323 "
1998,6,NYC Employed," 3,269,526 "
1998,7,NYC Employed," 3,277,805 "
1998,8,NYC Employed," 3,286,375 "
1998,9,NYC Employed," 3,295,428 "
1998,10,NYC Employed," 3,304,776 "
1998,11,NYC Employed," 3,313,708 "
1998,12,NYC Employed," 3,321,355 "
1999,1,NYC Employed," 3,327,437 "
1999,2,NYC Employed," 3,332,252 "
1999,3,NYC Employed," 3,336,765 "
1999,4,NYC Employed," 3,341,701 "
1999,5,NYC Employed," 3,347,536 "
1999,6,NYC Employed," 3,354,732 "
1999,7,NYC Employed," 3,363,244 "
1999,8,NYC Employed," 3,372,640 "
1999,9,NYC Employed," 3,382,457 "
1999,10,NYC Employed," 3,392,204 "
1999,11,NYC Employed," 3,402,046 "
1999,12,NYC Employed," 3,412,208 "
2000,1,NYC Employed," 3,422,768 "
2000,2,NYC Employed," 3,433,120 "
2000,3,NYC Employed," 3,441,826 "
2000,4,NYC Employed," 3,447,925 "
2000,5,NYC Employed," 3,451,671 "
2000,6,NYC Employed," 3,453,607 "
2000,7,NYC Employed," 3,455,085 "
2000,8,NYC Employed," 3,457,982 "
2000,9,NYC Employed," 3,463,406 "
2000,10,NYC Employed," 3,471,582 "
2000,11,NYC Employed," 3,481,037 "
2000,12,NYC Employed," 3,489,096 "
2001,1,NYC Employed," 3,493,165 "
2001,2,NYC Employed," 3,492,689 "
2001,3,NYC Employed," 3,489,084 "
2001,4,NYC Employed," 3,484,445 "
2001,5,NYC Employed," 3,479,465 "
2001,6,NYC Employed," 3,473,406 "
2001,7,NYC Employed," 3,465,466 "
2001,8,NYC Employed," 3,454,385 "
2001,9,NYC Employed," 3,440,366 "
2001,10,NYC Employed," 3,425,146 "
2001,11,NYC Employed," 3,411,003 "
2001,12,NYC Employed," 3,400,857 "
2002,1,NYC Employed," 3,396,461 "
2002,2,NYC Employed," 3,396,938 "
2002,3,NYC Employed," 3,399,715 "
2002,4,NYC Employed," 3,402,793 "
2002,5,NYC Employed," 3,405,540 "
2002,6,NYC Employed," 3,408,358 "
2002,7,NYC Employed," 3,410,622 "
2002,8,NYC Employed," 3,412,038 "
2002,9,NYC Employed," 3,412,247 "
2002,10,NYC Employed," 3,410,560 "
2002,11,NYC Employed," 3,407,153 "
2002,12,NYC Employed," 3,402,177 "
2003,1,NYC Employed," 3,396,315 "
2003,2,NYC Employed," 3,390,622 "
2003,3,NYC Employed," 3,385,429 "
2003,4,NYC Employed," 3,380,129 "
2003,5,NYC Employed," 3,374,370 "
2003,6,NYC Employed," 3,369,037 "
2003,7,NYC Employed," 3,365,395 "
2003,8,NYC Employed," 3,364,129 "
2003,9,NYC Employed," 3,365,458 "
2003,10,NYC Employed," 3,368,844 "
2003,11,NYC Employed," 3,373,121 "
2003,12,NYC Employed," 3,376,977 "
2004,1,NYC Employed," 3,379,338 "
2004,2,NYC Employed," 3,380,280 "
2004,3,NYC Employed," 3,414,697 "
2004,4,NYC Employed," 3,443,155 "
2004,5,NYC Employed," 3,466,962 "
2004,6,NYC Employed," 3,486,738 "
2004,7,NYC Employed," 3,502,923 "
2004,8,NYC Employed," 3,515,969 "
2004,9,NYC Employed," 3,526,112 "
2004,10,NYC Employed," 3,533,711 "
2004,11,NYC Employed," 3,539,612 "
2004,12,NYC Employed," 3,545,058 "
2005,1,NYC Employed," 3,550,884 "
2005,2,NYC Employed," 3,556,965 "
2005,3,NYC Employed," 3,563,234 "
2005,4,NYC Employed," 3,570,046 "
2005,5,NYC Employed," 3,577,430 "
2005,6,NYC Employed," 3,584,365 "
2005,7,NYC Employed," 3,589,925 "
2005,8,NYC Employed," 3,593,782 "
2005,9,NYC Employed," 3,596,096 "
2005,10,NYC Employed," 3,597,669 "
2005,11,NYC Employed," 3,599,003 "
2005,12,NYC Employed," 3,600,453 "
2006,1,NYC Employed," 3,602,933 "
2006,2,NYC Employed," 3,606,725 "
2006,3,NYC Employed," 3,611,040 "
2006,4,NYC Employed," 3,614,953 "
2006,5,NYC Employed," 3,618,392 "
2006,6,NYC Employed," 3,621,617 "
2006,7,NYC Employed," 3,625,443 "
2006,8,NYC Employed," 3,630,289 "
2006,9,NYC Employed," 3,636,093 "
2006,10,NYC Employed," 3,642,877 "
2006,11,NYC Employed," 3,649,882 "
2006,12,NYC Employed," 3,655,596 "
2007,1,NYC Employed," 3,658,876 "
2007,2,NYC Employed," 3,659,946 "
2007,3,NYC Employed," 3,659,350 "
2007,4,NYC Employed," 3,657,886 "
2007,5,NYC Employed," 3,656,423 "
2007,6,NYC Employed," 3,656,057 "
2007,7,NYC Employed," 3,657,442 "
2007,8,NYC Employed," 3,660,903 "
2007,9,NYC Employed," 3,666,612 "
2007,10,NYC Employed," 3,673,673 "
2007,11,NYC Employed," 3,681,565 "
2007,12,NYC Employed," 3,689,795 "
2008,1,NYC Employed," 3,697,055 "
2008,2,NYC Employed," 3,702,617 "
2008,3,NYC Employed," 3,706,535 "
2008,4,NYC Employed," 3,709,081 "
2008,5,NYC Employed," 3,710,701 "
2008,6,NYC Employed," 3,711,970 "
2008,7,NYC Employed," 3,713,021 "
2008,8,NYC Employed," 3,713,301 "
2008,9,NYC Employed," 3,711,345 "
2008,10,NYC Employed," 3,705,568 "
2008,11,NYC Employed," 3,694,791 "
2008,12,NYC Employed," 3,679,023 "
2009,1,NYC Employed," 3,659,482 "
2009,2,NYC Employed," 3,638,894 "
2009,3,NYC Employed," 3,621,227 "
2009,4,NYC Employed," 3,608,644 "
2009,5,NYC Employed," 3,600,163 "
2009,6,NYC Employed," 3,593,740 "
2009,7,NYC Employed," 3,586,968 "
2009,8,NYC Employed," 3,578,370 "
2009,9,NYC Employed," 3,568,453 "
2009,10,NYC Employed," 3,558,708 "
2009,11,NYC Employed," 3,551,744 "
2009,12,NYC Employed," 3,550,063 "
2010,1,NYC Employed," 3,554,488 "
2010,2,NYC Employed," 3,562,538 "
2010,3,NYC Employed," 3,570,495 "
2010,4,NYC Employed," 3,576,407 "
2010,5,NYC Employed," 3,579,889 "
2010,6,NYC Employed," 3,580,503 "
2010,7,NYC Employed," 3,578,730 "
2010,8,NYC Employed," 3,576,168 "
2010,9,NYC Employed," 3,574,118 "
2010,10,NYC Employed," 3,574,037 "
2010,11,NYC Employed," 3,576,261 "
2010,12,NYC Employed," 3,580,124 "
2011,1,NYC Employed," 3,584,854 "
2011,2,NYC Employed," 3,589,319 "
2011,3,NYC Employed," 3,592,712 "
2011,4,NYC Employed," 3,594,642 "
2011,5,NYC Employed," 3,595,600 "
2011,6,NYC Employed," 3,596,855 "
2011,7,NYC Employed," 3,599,807 "
2011,8,NYC Employed," 3,604,490 "
2011,9,NYC Employed," 3,610,064 "
2011,10,NYC Employed," 3,615,434 "
2011,11,NYC Employed," 3,619,305 "
2011,12,NYC Employed," 3,621,422 "
2012,1,NYC Employed," 3,622,970 "
2012,2,NYC Employed," 3,625,211 "
2012,3,NYC Employed," 3,627,818 "
2012,4,NYC Employed," 3,630,440 "
2012,5,NYC Employed," 3,634,066 "
2012,6,NYC Employed," 3,639,238 "
2012,7,NYC Employed," 3,645,566 "
2012,8,NYC Employed," 3,652,899 "
2012,9,NYC Employed," 3,661,158 "
2012,10,NYC Employed," 3,669,303 "
2012,11,NYC Employed," 3,676,667 "
2012,12,NYC Employed," 3,682,927 "
2013,1,NYC Employed," 3,685,307 "
2013,2,NYC Employed," 3,690,239 "
2013,3,NYC Employed," 3,696,841 "
2013,4,NYC Employed," 3,705,486 "
2013,5,NYC Employed," 3,714,496 "
2013,6,NYC Employed," 3,722,665 "
2013,7,NYC Employed," 3,729,919 "
2013,8,NYC Employed," 3,736,218 "
2013,9,NYC Employed," 3,741,924 "
2013,10,NYC Employed," 3,748,130 "
2013,11,NYC Employed," 3,755,570 "
2013,12,NYC Employed," 3,764,130 "
2014,1,NYC Employed," 3,744,978 "
2014,2,NYC Employed," 3,754,192 "
2014,3,NYC Employed," 3,762,966 "
2014,4,NYC Employed," 3,771,019 "
2014,5,NYC Employed," 3,779,112 "
2014,6,NYC Employed," 3,788,226 "
2014,7,NYC Employed," 3,798,101 "
2014,8,NYC Employed," 3,808,546 "
2014,9,NYC Employed," 3,819,071 "
2014,10,NYC Employed," 3,828,691 "
2014,11,NYC Employed," 3,836,524 "
2014,12,NYC Employed," 3,842,702 "
2015,1,NYC Employed," 3,844,479 "
2015,2,NYC Employed," 3,848,816 "
2015,3,NYC Employed," 3,853,499 "
2015,4,NYC Employed," 3,858,662 "
2015,5,NYC Employed," 3,863,696 "
2015,6,NYC Employed," 3,867,885 "
2015,7,NYC Employed," 3,871,392 "
2015,8,NYC Employed," 3,874,680 "
2015,9,NYC Employed," 3,878,363 "
2015,10,NYC Employed," 3,883,230 "
2015,11,NYC Employed," 3,889,224 "
2015,12,NYC Employed," 3,895,115 "
2016,1,NYC Employed," 3,899,445 "
2016,2,NYC Employed," 3,901,398 "
2016,3,NYC Employed," 3,901,155 "
2016,4,NYC Employed," 3,899,948 "
2016,5,NYC Employed," 3,899,101 "
2016,6,NYC Employed," 3,899,141 "
2016,7,NYC Employed," 3,900,033 "
2016,8,NYC Employed," 3,901,396 "
